,Name,Recoil %,Ergonomics,Accuracy,Muzzle Velocity,sight,Mag,Icon
595,,30mm ring-mount AR- P.E.P.R. made by Burris,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/32/30mm_ring-mount_AR-_P.E.P.R._made_by_Burris_Image_Icon.png/revision/latest/scale-to-width-down/127?cb=20180805230337
596,,Troy QARS 3.2 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1c/Troy32inchicon.png/revision/latest/scale-to-width-down/64?cb=20180805231433
597,,Sig Sauer mount for the sights of Romeo series.,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2b/Sig_Sauer_mount_for_the_sights_of_Romeo_series_icon.png/revision/latest/scale-to-width-down/64?cb=20180721214051
598,,M14 UTG 4 point locking deluxe mount,,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/22/UTG4Icon.png/revision/latest/scale-to-width-down/64?cb=20180513163755
599,,Arms 18 mount for M14,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2b/Arms18icon.png/revision/latest/scale-to-width-down/64?cb=20180513163747
600,,M14 Mini Scout mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f3/Miniscouticon.png/revision/latest/scale-to-width-down/127?cb=20180513163751
601,,M14 Ultimak M8 upper part,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4a/M14_Ultimak_M8_upper_part.png/revision/latest/scale-to-width-down/127?cb=20180519185959
602,,M14 DCSB,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/49/M14dcsbicon.png/revision/latest/scale-to-width-down/127?cb=20180530001036
603,,CASV 14 mount for M14,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/34/Casv14mounticon.png/revision/latest/scale-to-width-down/127?cb=20180530001339
604,,M1A Socom 16 upper part,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a0/Socom16uppericon.png/revision/latest/scale-to-width-down/127?cb=20180506170244
605,,34mm one piece magmount made by Nightforce with a Multimount rail,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ef/34mmrailmounticon.png/revision/latest/scale-to-width-down/127?cb=20180530000752
606,,34mm one piece magmount made by Nightforce,,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/19/34mmmounticon.png/revision/latest/scale-to-width-down/127?cb=20180430215143
607,,B-3 mount combo,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3a/B3comboicon.png/revision/latest/scale-to-width-down/64?cb=20180506165433
608,,Strike industries bridge guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ee/Traxbridgeicon.png/revision/latest/scale-to-width-down/127?cb=20180506170414
609,,Strike industries keymod 6 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0f/6inchrailicon.png/revision/latest/scale-to-width-down/64?cb=20180506163506
610,,Strike industries keymod 4 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/4inchrailicon.png/revision/latest/scale-to-width-down/64?cb=20180506163449
611,,B&T 3x rail mount for MP5,,-1.5,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/71/B%26t3xicon.png/revision/latest/scale-to-width-down/127?cb=20180506165408
612,,Trijicon RMR mount for ACOG scopes,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b0/Rm35.png/revision/latest/scale-to-width-down/64?cb=20190915022247
613,,Axion Cobra mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0e/Cobra.png/revision/latest/scale-to-width-down/64?cb=20180326175011
614,,SR1MP single rail mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/42/Sr1mp1x.png/revision/latest/scale-to-width-down/64?cb=20180326175016
615,,B&T MP5 SD Tri Rail Ring Mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b0/Sdtrr.png/revision/latest/scale-to-width-down/64?cb=20180326175015
616,,Tactica Tula 10000 mount,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/33/Tt10000.png/revision/latest/scale-to-width-down/64?cb=20180326174324
617,,SIG MPX Gen1 Handguard 2 inch rail adapter,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/78/2ingen1.png/revision/latest/scale-to-width-down/64?cb=20180326174256
618,,MFI HK Universal Low Profile Scope Mount,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6c/Mfihkmou.png/revision/latest/scale-to-width-down/64?cb=20190821183342
619,,B-8 mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/43/B8.png/revision/latest/scale-to-width-down/64?cb=20180326175010
620,,Aimpoint Micro Spacer High,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5e/Amsh.png/revision/latest/scale-to-width-down/64?cb=20180326175009
621,,B-18 Mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e8/B18.png/revision/latest/scale-to-width-down/64?cb=20180326174305
622,,Aimpoint mount for the sights of Micro series,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7d/Amm.png/revision/latest/scale-to-width-down/64?cb=20180326181519
623,,B-3 mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a2/B3.png/revision/latest/scale-to-width-down/64?cb=20180326174304
624,,NcStar MPR45 Backup mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/77/Mpr45.png/revision/latest/scale-to-width-down/64?cb=20190412073901
625,,High profile mount for Trijicon RMR,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4e/Ac32062.png/revision/latest/scale-to-width-down/64?cb=20180326174302
626,,Cross Slot Mount base for Deltapoint scopes,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f1/Dpcsm.png/revision/latest/scale-to-width-down/64?cb=20180326174308
627,,SR1MP quad rail mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/49/Sr1mp4x.png/revision/latest/scale-to-width-down/64?cb=20180326175017
628,,Low profile mount for Trijicon RMR,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f5/Rm33.png/revision/latest/scale-to-width-down/64?cb=20180326174315
629,,B-12 Mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/90/B12.png/revision/latest/scale-to-width-down/64?cb=20190411110915
630,,25 mm mount ring,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/25/25mm.png/revision/latest/scale-to-width-down/64?cb=20180326174300
631,,TA51 Mount for sights,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/13/Ta51.png/revision/latest/scale-to-width-down/64?cb=20180326174321
632,,UNV DLOC-IRD Mount for sights,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/38/Dlocird.png/revision/latest/scale-to-width-down/64?cb=20180326174307
633,,Trijicon RMR mount for a Sig-Sauer pistols,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6d/Rm50.png/revision/latest/scale-to-width-down/64?cb=20180326174316
634,,Burris FastFire Weaver Base,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5e/Ffwb.png/revision/latest/scale-to-width-down/64?cb=20180326174309
635,,SIG MPX Gen1 Handguard 4 inch rail adapter,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/50/4ingen1.png/revision/latest/scale-to-width-down/64?cb=20180326174258
636,,UTG SKS SOCOM Rail mount,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/09/Skssocom.png/revision/latest/scale-to-width-down/127?cb=20180922235331
637,,Pilad 043-02 Mount,,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c1/043-02.png/revision/latest/scale-to-width-down/64?cb=20180426185251
638,,Dovetail OP-SKS mount.,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/81/Opsksdt.png/revision/latest/scale-to-width-down/64?cb=20180326174314
639,,TOZ 6P29M Mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/35/6p29m.png/revision/latest/scale-to-width-down/64?cb=20190420205548
640,,30mm Scope mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/01/30mmmount.png/revision/latest/scale-to-width-down/127?cb=20180626011422
641,,Delta-tek Sprut mount for pump-action shotguns,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/34/Sprout.png/revision/latest/scale-to-width-down/64?cb=20180326174319
642,,Rotor 43 RIS mount for PP Kedr,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d7/Kedrris.png/revision/latest/scale-to-width-down/64?cb=20180326174312
643,,Kiba Arms International SPRM mount for pump-action shotguns,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f1/Sprm.png/revision/latest/scale-to-width-down/64?cb=20180326174318
644,,30mm ring-mount made by JP,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fb/Jp30mm.png/revision/latest/scale-to-width-down/127?cb=20190915022216
645,,SR1MP silencer mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/14/Sr1mpsilencermount.png/revision/latest/scale-to-width-down/64?cb=20180326174320
646,,Vltor CASV KeyMod 2 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/31/2incasv.png/revision/latest/scale-to-width-down/64?cb=20180326174255
647,,Vltor CASV KeyMod 4 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/72/4incasv.png/revision/latest/scale-to-width-down/64?cb=20180326174257
648,,Vltor CASV keymod 6 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2f/6incasv.png/revision/latest/scale-to-width-down/64?cb=20180326174259
649,,Aimtech glock base,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fa/Gbase.png/revision/latest/scale-to-width-down/64?cb=20180326174310
650,,MTU-028SG rail for M870,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/40/MTU-028SG_rail_for_M870_icon.png/revision/latest/scale-to-width-down/127?cb=20180506165821
651,,Mesa Tactical magazine clamp for M870,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/56/M870clampicon.png/revision/latest/scale-to-width-down/64?cb=20180513141445
652,,XS Short rail with Ghost ring for M870,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6c/Xsshorticon.png/revision/latest/scale-to-width-down/127?cb=20180708185437
653,,Aimtech Tiger Shark,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/99/Tigershark.png/revision/latest/scale-to-width-down/64?cb=20180326174323
654,,UM Tactical UM3 Sight Mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8f/Um3.png/revision/latest/scale-to-width-down/64?cb=20180326174325
655,,Bridge Sight Mount for P226,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/20/226Bridge_Icon.png/revision/latest/scale-to-width-down/64?cb=20180727201840
656,,FN EFFEN 90 rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5b/EFFEN_Icon.png/revision/latest/scale-to-width-down/64?cb=20191226220425
657,,FN side rail for regular P90 upper receiver,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ae/FN_side_rail_for_regular_P90_upper_receiver_icon.png/revision/latest/scale-to-width-down/64?cb=20191119091031
658,,FN top rail for regular P90 upper receiver,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/95/FN_top_rail_for_regular_P90_upper_receiver_icon.png/revision/latest/scale-to-width-down/64?cb=20191119094130
659,,A*B Arms MOD X mount for M700,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/AB_Arms_MOD_X_mount_for_M700_icon.png/revision/latest/scale-to-width-down/127?cb=20191120045332
660,,Magpul inline mount for PRO 700 chassis,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b1/Pro700_Inline_Icon.png/revision/latest/scale-to-width-down/127?cb=20191226220427
661,,Arbalet Patriot K+W mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/01/Arbalet_Patriot_Icon.png/revision/latest/scale-to-width-down/64?cb=20191212185659
662,,KMZ 1P59 Dovetail mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/07/KMZ_1P59_Dovetail_Mount_icon.png/revision/latest/scale-to-width-down/64?cb=20191113091713
663,,KMZ 1P69 Weaver mount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/07/KMZ_1P69_Weaver_mount_icon.png/revision/latest/scale-to-width-down/127?cb=20191113091908
664,,KAC URX 3 inch guide,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f7/KAC_URX_3_inch_guide_icon.png/revision/latest/scale-to-width-down/64?cb=20200124165334
665,,FN RMR Mount for 5-7 Mk.2,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/20/57_RMR_mount_Icon.png/revision/latest/scale-to-width-down/64?cb=20191226220431
666,,25mm rings made by UTG,,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3e/25mm_rings_made_by_UTG_icon.png/revision/latest/scale-to-width-down/127?cb=20200102125712
667,,SVD Low sidemount,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ec/SVD_Low_sidemount_icon.png/revision/latest/scale-to-width-down/64?cb=20200102160854
668,,B&T MP9 side rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/B%26T_MP9_side_rail_icon.png/revision/latest/scale-to-width-down/64?cb=20200102162838
669,,B&T MP9 bottom rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/56/B%26T_MP9_bottom_rail_icon.png/revision/latest/scale-to-width-down/64?cb=20200102163632
670,,ETMI-019 Mount,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/06/EMTI-019_Mount_icon.png/revision/latest/scale-to-width-down/64?cb=20200102165712
671,,Orsis medium length rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/80/Orsis_medium_lenght_rail_icon.png/revision/latest/scale-to-width-down/64?cb=20200102171207
672,,Orsis long length rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b2/Orsis_long_lenght_rail_icon.png/revision/latest/scale-to-width-down/64?cb=20200102171846
673,,Orsis scope mount for T-5000M,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c2/Orsis_scope_mount_for_T-5000M_icon.png/revision/latest/scale-to-width-down/127?cb=20200102172253
674,,Scope mount for VPO-215,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/64/Scope_mount_for_VPO-215_icon.png/revision/latest/scale-to-width-down/127?cb=20200102173358
675,,IzhMash modern rail for SVD,-2,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ab/IzhMashSVD_Icon.png/revision/latest/scale-to-width-down/64?cb=20200316180203
676,,CAA XD RGL mount for SVD,,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c7/XD_RGL_Icon.png/revision/latest/scale-to-width-down/64?cb=20200316180207
677,,CAA DRG L-1 mount for SVD,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/DRG_L1_Icon.png/revision/latest/scale-to-width-down/64?cb=20200317181421
678,,CAA DRG L-1 mount for SVD,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/DRG_L1_Icon.png/revision/latest/scale-to-width-down/64?cb=20200317181421
679,,Tactical rail for M590,-2,-2,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3a/Black_Aces_Tactical_RB7M_rail_for_M590_icon.png/revision/latest/scale-to-width-down/190?cb=20200729160023
680,,NCStar Trigger guard mount for M1911A1,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5f/NCStar_Trigger_guard_mount_for_M1911A1_icon.png/revision/latest/scale-to-width-down/64?cb=20200729161352
681,,Weigand Weig-a-tinny mount for M1911A1,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ee/Weigand_Weig-a-tinny_mount_for_M1911A1_icon.png/revision/latest/scale-to-width-down/64?cb=20200729162825
682,,Kel-Tec RFB handguard rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/85/RFB_HG_Rail_Icon.png/revision/latest/scale-to-width-down/64?cb=20201019205300
683,,Kel-Tec RFB scope mount rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/31/RFB_Scope_mount_Icon.png/revision/latest/scale-to-width-down/128?cb=20201019205305
684,,HK UMP Bottom rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/55/UMP_bottomrail_icon_.png/revision/latest/scale-to-width-down/64?cb=20210107164731
685,,HK UMP Side rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f2/UMP_siderail_icon.png/revision/latest/scale-to-width-down/64?cb=20210107172541
686,,KRISS Vector Bottom rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c9/Vector_bottomrail_icon.png/revision/latest/scale-to-width-down/64?cb=20210109174124
687,,KRISS Vector Side rail,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/29/Vector_siderail_icon.png/revision/latest/scale-to-width-down/64?cb=20210107180002
688,,KRISS Mk.5 Modular rail for Vector,,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a8/Mk.5_Modular_Icon.png/revision/latest/scale-to-width-down/64?cb=20201227220936
689,Icon,Name,Recoil %,Ergonomics,Accuracy %,Muzzle Velocity,0,None
690,,SI Advanced receiver extension buffer tube,-4,+2,for Black+5 for Anodized Red,for Black+2 for Anodized Red,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/93/AnodisedIcon.gif/revision/latest/scale-to-width-down/127?cb=20190430183809
691,,SI Viper Mod.1 Stock,-30,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1b/Viperstockicon.png/revision/latest/scale-to-width-down/127?cb=20190419202132
692,,PPSH-41 stock,-29,+28,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e9/PPSH_Stock_Icon.png/revision/latest/scale-to-width-down/127?cb=20200508214810
693,,Polymer stock for SVDS,-31,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b0/Polymer_stock_for_SVDS_icon.png/revision/latest/scale-to-width-down/127?cb=20190410231819
694,,"Regular VPO-101 ""Vepr Hunter"" stock",-39,+18,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/VPO-101SIcon.png/revision/latest/scale-to-width-down/253?cb=20190411050323
695,,HK E1 Stock for AR-15 and compatible,-33,+4,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c6/HK_E1_Icon.png/revision/latest/scale-to-width-down/127?cb=20190414142246
696,,"PMM ""ULSS"" foldable MCX/MPX stock",-33,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/03/PMM_ULSS_foldable_MCXMPX_stock_icon.png/revision/latest/scale-to-width-down/127?cb=20190411011159
697,,Maxim Defence CQB collapsing/telescoping MCX/MPX stock,-30,+15,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/66/MD_CQB_Icon.png/revision/latest/scale-to-width-down/127?cb=20190414152029
698,,Custom cut mosin stock for TOZ-106,-42,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2b/TOZ_Mosin_Icon.png/revision/latest/scale-to-width-down/253?cb=20190414141816
699,,ADAR 2-15 wooden stock,-28,+13,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/31/Adarstockicon.png/revision/latest/scale-to-width-down/127?cb=20190106125024
700,,HK End Cap Stock for MP5,,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/99/Mp5capicon.png/revision/latest/scale-to-width-down/64?cb=20190106125042
701,,"Hogue ""Overmolded ghillie"" stock for Remington Model 700",-30,+14,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/24/Ghilliem700stockicon.png/revision/latest/scale-to-width-down/190?cb=20190106125141
702,,Fab Defence buffer tube for AGR-870,-2,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fb/Agr870stockicon.png/revision/latest/scale-to-width-down/127?cb=20190106125217
703,,Fab Defence GLR-16-S Stock,-29,+13,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c1/Glr16icon.png/revision/latest/scale-to-width-down/127?cb=20190106125309
704,,Mosin carbine stock,-27,+14,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/99/Mosincarabinestockicon.png/revision/latest/scale-to-width-down/190?cb=20190106125427
705,,Mosin rifle sniper carbine stock,-27,+11,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/cb/MosinRifleCarabineStock_Icon.png/revision/latest/scale-to-width-down/190?cb=20181231115107
706,,Sawn off regular Mosin rifle stock,-4,+16,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/ba/Sawnoffregularstockicon.png/revision/latest/scale-to-width-down/127?cb=20190106125521
707,,Sawn off Mosin rifle sniper stock,-4,+16,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1b/Sawnoffsniperstockicon.png/revision/latest/scale-to-width-down/127?cb=20190106125549
708,,Infantry Mosin rifle stock,-29,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ac/Infantrymosinstockicon.png/revision/latest/scale-to-width-down/253?cb=20190106125607
709,,Izhmash AK-12 regular stock,-30,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/53/Ak12stockicon.png/revision/latest/scale-to-width-down/127?cb=20190106125627
710,,Izhmash RPK-16 buffer tube,-4,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/34/Izhmash_RPK-16_buffer_tube_icon.png/revision/latest/scale-to-width-down/127?cb=20181230160543
711,,ProMag Archangel OPFOR PRS Mosin rifle stock,-38,+40,+3,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4a/MosinArchangelcon.png/revision/latest/scale-to-width-down/253?cb=20181114221436
712,,ATI Monte Carlo Mosin rifle stock,-34,+22,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4a/MonteCarloStockIcon.png/revision/latest/scale-to-width-down/253?cb=20181114221912
713,,Recoil pad from Aim Sports for Mosin rifle,-5,+6,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/dc/MosinPadIcon.png/revision/latest/scale-to-width-down/64?cb=20181114221205
714,,"HK ""Enhanced Tube"" buffer tube",-3,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/49/Hkenhancedbuffertubeicon.png/revision/latest/scale-to-width-down/127?cb=20190106141602
715,,HK Slim Line Stock,-30,+5,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/84/HKSlimLineStockIcon.png/revision/latest/scale-to-width-down/127?cb=20190106141724
716,,Regular stock for HK MP7A1,-17,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a3/A1StockIcon.png/revision/latest/scale-to-width-down/127?cb=20181111225451
717,,Regular stock for HK MP7A2,-17,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/05/MP7A2StockIcon.png/revision/latest/scale-to-width-down/127?cb=20181111225413
718,,Polymer stock DSA humpback for SA-58,-31,-4,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/ff/FAL_Humpback_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092328
719,,DSA SPR stock for SA-58,-36,+7,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/57/FAL_SPR_Stock_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092530
720,,DSA Folding stock for SA-58,-31,+3,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/df/FAL_Folding_SA58_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092249
721,,DSA BRS stock for SA-58,-37,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fa/FAL_BRS_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923102502
722,,Magpul PRS 2 polymer stock for FAL,-34,+16,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/42/PRS2_FAL_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923102105
723,,Buffer Tube adapter for SA-58,,-1,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/22/SA58_Buffer_Icon.png/revision/latest/scale-to-width-down/64?cb=20180804170419
724,,Zhukov-S for AK,-40,+15,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8f/ZhukovS_Icon.png/revision/latest/scale-to-width-down/127?cb=20180801132653
725,,F93 Pro Stock,-30,+10,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/F93_Icon.png/revision/latest/scale-to-width-down/127?cb=20180805173417
726,,EMOD Stock,-31,+9,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6f/Emodstockicon.png/revision/latest/scale-to-width-down/127?cb=20180729194535
727,,Tapco buffer tube,-1,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/87/TAPCO_Tube_Icon.png/revision/latest/scale-to-width-down/127?cb=20180727180502
728,,ADAR buffer tube,,,,,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6e/ADARBufferTubeIcon.png/revision/latest/scale-to-width-down/127?cb=20191031142454
